GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.008,0.00841,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.012,0.01236,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,1616.151,1616.15100,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,3726089,3726089.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.006,0.00642,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,84906.77,84906.77000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.012,0.01165,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,76743.84,76743.84000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,369710.4,369710.40000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,17.1,17.12625,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.222,0.22205,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,11,10.95796,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,1,1.00000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,1824.235,1824.23500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,7683672,7683672.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.001,0.00081,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,97041.52,97041.52000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,481942,481942.00000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,475678.4,475678.40000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,44.9,44.85719,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,40.2,40.23395,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.017,0.01690,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2343.533,2343.53300,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.038,0.03772,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,4958.05,4958.05000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1561390,1561390.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.026,0.02587,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.039,0.03867,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AMR,2010,2010,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,38610.69,38610.69000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,98093.02,98093.02000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,71.7,71.65998,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,63.1,63.07420,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.012,0.01212,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,1165.679,1165.67900,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,4688236,4688236.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.004,0.00420,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,3751981,3751981.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.006,0.00635,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,85146.98,85146.98000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,417338.9,417338.90000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,371715.4,371715.40000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,338403.4,338403.40000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,17.3,17.26936,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.219,0.21861,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,14384.41,14384.41000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,1760.625,1760.62500,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,FMLE,Female,,,,,,,,7716155,7716155.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,7617730,7617730.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0,0.00032,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,97756.08,97756.08000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.001,0.00079,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,97155.81,97155.81000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,482588.8,482588.80000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,54.5,54.53740,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,49.8,49.79843,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.017,0.01655,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2299.06,2299.06000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2445603,2445603.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1582723,1582723.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.038,0.03794,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,65997.16,65997.16000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,235698.1,235698.10000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2011,2011,,AMR,2011,2011,Americas,,NIC,Nicaragua,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,39381.42,39381.42000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGELT1,<1 year,,MLE,Male,,,,,,,,98140.2,98140.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,71.9,71.92715,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.003,0.00285,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,1147.833,1147.83300,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,1333.156,1333.15600,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,4716153,4716153.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.004,0.00414,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,90352.33,90352.33000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.006,0.00624,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,85418.23,85418.23000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,418816.9,418816.90000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,399113.3,399113.30000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,24.7,24.67411,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,0.105,0.10491,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,17.4,17.40235,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.215,0.21543,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,14439.05,14439.05000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,364751.4,364751.40000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0,0.00030,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,97827.17,97827.17000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,487210.9,487210.90000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,483088.2,483088.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,50,50.00570,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.008,0.00847,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,1122.47,1122.47000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.016,0.01626,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2261.333,2261.33300,,,,,
